Medication_Brand,Medication_Type,Unit_Price,Dosage_Size,Volume,Category,Purchase_Price,Supplier_ID,Supplier_Name
13393,Cholesterol Medication,119.9,5.0,750,2,6.07,9165,MediDistributors
13395,Cholesterol Medication,139.9,5.0,750,2,9.2,9165,MedSupply Co.
13397,Cholesterol Medication,219.89999999999998,5.0,750,2,13.69,90024,Global Health Distributors
13421,Stimulant,69.9,5.0,750,2,4.54,4425,Pharma Distributor B
13422,Antihistamine,99.9,5.0,750,2,6.45,2242,PharmaTech Solutions
13430,Sedative,119.9,5.0,750,2,5.91,7153,BioPharma Inc.
13451,Painkiller,129.9,5.0,750,2,8.05,4425,BioPharma Inc.
13454,Antifungal,269.9,5.0,375,2,17.0,90047,MedSupply Co.
13458,Blood Pressure Medication,89.9,5.0,750,2,5.99,8673,LifeCare Supplies
13461,Antipyretic,89.9,5.0,1500,2,5.88,1392,MediDistributors
13487,Stimulant,179.89999999999998,5.0,750,2,12.32,3252,MedLink
13497,Antiviral,109.9,5.0,750,2,6.8,1587,MediDistributors
13498,Blood Pressure Medication,69.9,5.0,750,2,4.63,1587,Healthcare Supplier A
13553,Antidepressant,369.90000000000003,5.0,750,2,25.34,4425,MedLink
13594,Antibiotic,119.9,5.0,750,2,8.16,90047,MediCorp
13619,Cholesterol Medication,189.89999999999998,5.0,750,2,12.07,4425,MediDistributors
13637,Cholesterol Medication,119.9,5.0,750,2,8.16,10754,MediCorp
13638,Antiseptic,119.9,5.0,750,2,8.27,10754,Pharma Distributor B
13651,Diuretic,139.9,5.0,750,2,9.03,4425,HealthPlus Supplies
13661,Cough Syrup,219.89999999999998,5.0,750,2,11.61,4425,MedLink
13663,Antiviral,219.89999999999998,5.0,750,2,11.38,4425,MedLink
13665,Diabetes Medication,129.9,5.0,750,2,8.96,4425,BioPharma Inc.
13693,Blood Pressure Medication,109.9,5.0,750,2,7.58,1392,LifeCare Supplies
13695,Diuretic,89.9,5.0,750,2,6.16,3252,MedLink
13708,Antipyretic,179.89999999999998,5.0,3000,2,11.33,2242,MediDistributors
13718,Blood Pressure Medication,109.9,5.0,1500,2,7.28,3252,Pharma Distributor B
13723,Diabetes Medication,179.89999999999998,5.0,3000,2,11.56,9815,LifeCare Supplies
13767,Cough Syrup,139.9,5.0,750,2,9.45,9552,MediDistributors
13792,Stimulant,99.9,5.0,750,2,6.16,1587,MediCorp
13793,Cough Syrup,99.9,5.0,1500,2,6.8,4425,HealthPro Solutions
13807,Cholesterol Medication,89.9,5.0,750,2,5.95,9552,HealthPro Solutions
13836,Sedative,179.89999999999998,5.0,1500,2,10.73,1392,Pharma Distributor B
13837,Cholesterol Medication,89.9,5.0,1500,2,5.73,516,PharmaTech Solutions
13895,Antiseptic,169.89999999999998,5.0,750,2,10.27,1587,MediDistributors
13899,Antibiotic,159.9,5.0,750,2,10.45,1392,MediDistributors
13940,Sedative,169.89999999999998,5.0,3000,2,10.45,1392,MediDistributors
13958,Antiviral,119.9,5.0,750,2,7.18,8892,MediDistributors
13963,Diuretic,99.9,5.0,1500,2,6.75,4425,MediDistributors
13968,Blood Pressure Medication,129.9,5.0,750,2,8.38,9165,MedLink
13981,Antiviral,89.9,5.0,750,2,5.26,9165,Healthcare Supplier A
13985,Laxative,119.9,5.0,375,2,7.53,9165,PharmaTech Solutions
13991,Laxative,99.9,5.0,750,2,6.57,6785,PharmaTech Solutions
13994,Cough Syrup,99.9,5.0,750,2,5.8,516,BioPharma Inc.
14004,Antidepressant,129.9,5.0,750,2,8.9,4425,LifeCare Supplies
14006,Analgesic,99.9,5.0,750,2,5.44,3252,LifeCare Supplies
14008,Cholesterol Medication,119.9,5.0,750,2,8.1,9552,MedSupply Co.
14054,Antiviral,89.9,5.0,750,2,6.07,8892,HealthPro Solutions
14067,Antacid,239.89999999999998,5.0,750,2,15.48,7153,LifeCare Supplies
14078,Antacid,179.89999999999998,5.0,3000,2,11.25,2242,Healthcare Supplier A
14129,Antipyretic,89.5,5.0,750,2,6.01,8673,MedSupply Co.
14184,Sedative,149.9,5.0,750,2,8.72,7153,BioPharma Inc.
14194,Anti-inflammatory,379.90000000000003,5.0,750,2,25.5,4425,BioPharma Inc.
14240,Antifungal,89.9,5.0,750,2,5.36,4950,HealthPro Solutions
14250,Cholesterol Medication,119.9,5.0,750,2,6.62,4425,HealthPro Solutions
14280,Blood Pressure Medication,89.9,5.0,750,2,4.96,9815,HealthPro Solutions
14300,Antiseptic,119.9,5.0,750,2,7.43,9165,MedSupply Co.
14342,Antiviral,69.9,5.0,750,2,4.6,9815,MedLink
14357,Cholesterol Medication,99.9,5.0,750,2,6.8,90037,MediCorp
14363,Cough Syrup,209.89999999999998,5.0,750,2,13.51,4425,HealthPlus Supplies
14381,Anti-inflammatory,159.9,5.0,750,2,10.52,90032,MediCorp
14382,Antihistamine,159.9,5.0,375,2,10.59,90032,Global Health Distributors
14383,Diabetes Medication,159.9,5.0,750,2,10.32,90032,MediDistributors
14393,Antipyretic,109.9,5.0,750,2,6.5,7153,HealthPlus Supplies
14416,Analgesic,129.9,5.0,750,2,8.9,4425,Global Health Distributors
14433,Cough Syrup,89.9,5.0,750,2,5.8,2000,PharmaTech Solutions
14437,Antibiotic,199.89999999999998,5.0,750,2,11.68,9552,HealthPro Solutions
14439,Blood Pressure Medication,62.9,5.0,750,2,3.42,3252,HealthPro Solutions
14457,Diabetes Medication,129.9,5.0,750,2,7.74,90024,MediCorp
14471,Diabetes Medication,119.9,5.0,750,2,6.49,4425,Healthcare Supplier A
14475,Painkiller,129.9,5.0,750,2,6.57,1590,MediDistributors
14539,Diabetes Medication,149.9,5.0,750,2,10.06,4425,PharmaTech Solutions
14620,Blood Pressure Medication,69.9,5.0,750,2,4.76,3252,MedLink
14622,Analgesic,129.9,5.0,750,2,8.66,3252,Pharma Distributor B
14623,Diabetes Medication,69.9,5.0,750,2,4.69,3252,HealthPro Solutions
14624,Diuretic,69.9,5.0,750,2,4.57,3252,Pharma Distributor B
14657,Vaccine,129.9,5.0,750,2,8.49,10754,Pharma Distributor B
14663,Diabetes Medication,159.9,5.0,750,2,8.78,9165,BioPharma Inc.
14672,Antifungal,219.89999999999998,5.0,750,2,11.61,4425,MedLink
14688,Anti-inflammatory,359.90000000000003,5.0,750,2,23.8,2000,MediCorp
14701,Cough Syrup,69.9,5.0,750,2,4.57,9815,MedSupply Co.
14703,Analgesic,119.9,5.0,750,2,7.58,90024,Global Health Distributors
14704,Stimulant,79.9,5.0,750,2,3.94,1392,Pharma Distributor B
14706,Anti-inflammatory,89.9,5.0,750,2,4.6,9815,MediCorp
14710,Sedative,159.9,5.0,750,2,10.38,516,Healthcare Supplier A
14711,Sedative,119.9,5.0,750,2,6.57,516,HealthPro Solutions
14805,Cholesterol Medication,89.9,5.0,750,2,5.8,4950,MedLink
14811,Antiviral,109.9,5.0,750,2,7.53,10754,MedLink
14838,Antidepressant,149.9,5.0,750,2,7.71,4425,Healthcare Supplier A
14852,Antacid,129.9,5.0,750,2,8.16,90047,MedLink
14895,Analgesic,99.9,5.0,1500,2,5.15,1392,Pharma Distributor B
14920,Antihistamine,129.9,5.0,1000,2,7.84,90024,LifeCare Supplies
14930,Diuretic,99.9,5.0,1500,2,5.93,4425,MedLink
14974,Vaccine,129.9,5.0,750,2,8.9,4425,PharmaTech Solutions
14975,Diuretic,69.9,5.0,750,2,4.07,6785,LifeCare Supplies
14983,Cough Syrup,269.9,5.0,750,2,17.8,10754,BioPharma Inc.
14991,Analgesic,199.89999999999998,5.0,750,2,11.99,9552,Healthcare Supplier A
15007,Diabetes Medication,199.89999999999998,5.0,750,2,13.79,4425,HealthPro Solutions
15043,Cough Syrup,229.89999999999998,5.0,750,2,15.75,516,MedSupply Co.
15057,Stimulant,99.9,5.0,750,2,6.8,1587,MediCorp
15058,Cough Syrup,89.9,5.0,750,2,5.95,1587,MedSupply Co.
15059,Antacid,89.9,5.0,750,2,6.2,1587,Healthcare Supplier A
15076,Diabetes Medication,119.9,5.0,750,2,7.74,9552,MediCorp
15092,Antifungal,299.9,5.0,750,2,16.44,90047,Pharma Distributor B
15105,Stimulant,109.9,5.0,750,2,6.86,10000,HealthPro Solutions
15138,Anti-inflammatory,239.89999999999998,5.0,750,2,15.58,2242,Healthcare Supplier A
15139,Diuretic,99.9,5.0,750,2,6.66,2242,LifeCare Supplies
15146,Blood Pressure Medication,199.89999999999998,5.0,750,2,12.92,8664,MedLink
15168,Anti-inflammatory,149.9,5.0,750,2,9.73,10754,LifeCare Supplies
15192,Cholesterol Medication,149.9,5.0,1500,2,8.27,9744,Pharma Distributor B
15205,Anti-inflammatory,299.9,5.0,750,2,17.76,9819,PharmaTech Solutions
15226,Antiseptic,199.89999999999998,5.0,750,2,8.84,4425,LifeCare Supplies
15229,Antiviral,409.90000000000003,5.0,750,2,26.11,1392,MediCorp
15230,Painkiller,519.9,5.0,750,2,32.46,4425,MedSupply Co.
15264,Vaccine,139.9,5.0,750,2,9.52,3252,Global Health Distributors
15265,Cholesterol Medication,69.9,5.0,750,2,4.76,3252,MedLink
15290,Stimulant,59.900000000000006,5.0,750,2,3.99,7153,LifeCare Supplies
15291,Anti-inflammatory,59.900000000000006,5.0,750,2,3.35,9815,MedSupply Co.
15295,Antihistamine,59.900000000000006,5.0,750,2,3.44,9815,MedSupply Co.
15314,Diuretic,129.9,5.0,750,2,8.96,1128,HealthPro Solutions
15315,Antipyretic,99.9,5.0,750,2,6.57,9165,Healthcare Supplier A
15321,Antihistamine,89.9,5.0,750,2,5.99,1392,BioPharma Inc.
15334,Painkiller,99.9,5.0,750,2,6.07,9165,MedSupply Co.
15355,Diuretic,159.9,5.0,750,2,9.12,4425,BioPharma Inc.
15356,Antiseptic,99.9,5.0,750,2,6.45,8892,MedSupply Co.
15393,Diuretic,69.9,5.0,750,2,4.51,9815,BioPharma Inc.
15428,Sedative,119.9,5.0,750,2,7.94,1392,MedLink
15482,Painkiller,89.9,5.0,1500,2,5.96,516,MedSupply Co.
15503,Antacid,129.9,5.0,3000,2,8.6,9165,LifeCare Supplies
15509,Antiseptic,259.9,5.0,750,2,17.23,90047,MedSupply Co.
15527,Anti-inflammatory,99.9,5.0,750,2,6.57,6785,HealthPlus Supplies
15528,Vaccine,149.9,5.0,750,2,9.33,4425,MedSupply Co.
15548,Cholesterol Medication,89.9,5.0,750,2,6.07,8892,BioPharma Inc.
15549,Sedative,399.90000000000003,5.0,750,2,27.58,9165,BioPharma Inc.
15550,Blood Pressure Medication,289.9,5.0,750,2,19.2,3252,Global Health Distributors
15575,Laxative,89.9,5.0,750,2,5.88,9165,PharmaTech Solutions
15584,Cholesterol Medication,119.9,5.0,750,2,6.49,10754,MediDistributors
15619,Blood Pressure Medication,59.900000000000006,5.0,750,2,3.35,9819,MediDistributors
15651,Stimulant,139.9,5.0,750,2,9.58,10754,HealthPlus Supplies
15675,Antibiotic,109.9,5.0,750,2,7.28,653,LifeCare Supplies
15729,Painkiller,24.900000000000002,5.0,187,2,1.66,2000,LifeCare Supplies
15743,Diabetes Medication,179.89999999999998,5.0,750,2,10.38,9552,MediDistributors
15748,Antidepressant,89.9,5.0,750,2,5.44,1392,HealthPlus Supplies
15812,Blood Pressure Medication,119.9,5.0,750,2,4.54,1392,MediDistributors
15824,Stimulant,189.89999999999998,5.0,750,2,10.73,4692,Pharma Distributor B
15827,Diabetes Medication,99.9,5.0,750,2,6.75,4425,MediDistributors
15837,Stimulant,99.9,5.0,750,2,5.26,4950,Global Health Distributors
15838,Anti-inflammatory,179.89999999999998,5.0,750,2,11.03,90047,Pharma Distributor B
15871,Blood Pressure Medication,159.9,5.0,750,2,10.95,10754,MedLink
15875,Stimulant,119.9,5.0,750,2,7.18,10754,MedSupply Co.
15876,Antacid,139.9,5.0,750,2,9.65,10754,Healthcare Supplier A
15889,Antacid,89.9,5.0,1500,2,5.95,1392,MedLink
15891,Antacid,119.9,5.0,750,2,8.1,90027,PharmaTech Solutions
15892,Cough Syrup,49.900000000000006,5.0,750,2,3.37,1392,HealthPlus Supplies
15970,Vaccine,329.90000000000003,5.0,750,2,21.42,9165,BioPharma Inc.
15971,Antiseptic,1099.8999999999999,5.0,750,2,71.89,9165,LifeCare Supplies
15979,Stimulant,129.9,5.0,375,2,8.44,6215,PharmaTech Solutions
15980,Diuretic,129.9,5.0,375,2,8.72,6215,MediDistributors
15986,Antibiotic,139.9,5.0,750,2,9.33,4425,BioPharma Inc.
16127,Antipyretic,119.9,5.0,1500,2,8.1,4425,HealthPro Solutions
16129,Antihistamine,399.90000000000003,5.0,750,2,25.33,9744,MediDistributors
16140,Antihistamine,249.89999999999998,5.0,750,2,15.86,90047,MediDistributors
16151,Antifungal,109.9,5.0,750,2,7.38,6785,MediDistributors
16155,Sedative,1599.9,5.0,750,2,105.95,9165,MedLink
16159,Cough Syrup,99.9,5.0,750,2,6.89,2242,Healthcare Supplier A
16165,Antiseptic,159.9,5.0,750,2,9.45,4425,Pharma Distributor B
16175,Antibiotic,69.9,5.0,750,2,4.69,3252,PharmaTech Solutions
16180,Analgesic,109.9,5.0,750,2,6.84,12546,Pharma Distributor B
16189,Sedative,279.9,5.0,750,2,17.87,9165,MediDistributors
16205,Antiviral,169.89999999999998,5.0,750,2,11.25,9552,HealthPlus Supplies
16260,Laxative,119.9,5.0,750,2,7.58,1392,MediDistributors
16261,Antipyretic,129.9,5.0,750,2,8.72,1392,Pharma Distributor B
16262,Painkiller,119.9,5.0,750,2,7.18,1392,Global Health Distributors
16264,Antacid,799.9,5.0,750,2,53.68,4425,MediDistributors
16287,Analgesic,169.89999999999998,5.0,750,2,11.72,516,Pharma Distributor B
16289,Diuretic,79.9,5.0,750,2,5.19,3252,LifeCare Supplies
16310,Blood Pressure Medication,259.9,5.0,750,2,17.23,90047,Pharma Distributor B
16314,Antihistamine,99.9,5.0,750,2,5.29,7153,Healthcare Supplier A
16315,Cough Syrup,159.9,5.0,750,2,9.45,7153,HealthPlus Supplies
16317,Cough Syrup,109.9,5.0,750,2,7.58,2242,Healthcare Supplier A
16318,Antihistamine,119.9,5.0,750,2,7.79,2242,LifeCare Supplies
16320,Diabetes Medication,89.9,5.0,750,2,5.84,4950,BioPharma Inc.
16325,Antibiotic,67.9,5.0,750,2,4.68,9552,MediDistributors
16326,Antihistamine,39.900000000000006,5.0,500,2,2.64,1392,Healthcare Supplier A
16327,Antifungal,39.900000000000006,5.0,500,2,2.61,1392,LifeCare Supplies
16328,Blood Pressure Medication,39.900000000000006,5.0,500,2,2.75,1392,Pharma Distributor B
16329,Cough Syrup,169.89999999999998,5.0,750,2,9.08,9552,MediDistributors
16378,Antiseptic,99.9,5.0,750,2,6.66,4425,HealthPro Solutions
16393,Antipyretic,99.9,5.0,750,2,4.66,3252,HealthPro Solutions
16394,Antifungal,179.89999999999998,5.0,750,2,9.03,3252,Global Health Distributors
16427,Antifungal,99.9,5.0,1500,2,6.66,4425,BioPharma Inc.
16440,Antiseptic,349.90000000000003,5.0,750,2,21.33,9552,HealthPro Solutions
16441,Antibiotic,179.89999999999998,5.0,3000,2,10.96,2242,MedSupply Co.
16460,Antibiotic,119.9,5.0,750,2,8.16,9552,BioPharma Inc.
16477,Cough Syrup,79.9,5.0,750,2,4.76,9815,MedLink
16526,Vaccine,89.9,5.0,750,2,6.03,10754,LifeCare Supplies
16537,Antipyretic,99.9,5.0,750,2,6.84,7153,Pharma Distributor B
16539,Antipyretic,159.9,5.0,750,2,9.14,7153,MedLink
16553,Sedative,99.9,5.0,750,2,6.7,10754,PharmaTech Solutions
16555,Vaccine,189.89999999999998,5.0,750,2,11.18,2000,BioPharma Inc.
16568,Antiseptic,129.9,5.0,375,2,8.84,6215,Pharma Distributor B
16585,Antidepressant,299.9,5.0,750,2,18.11,653,Healthcare Supplier A
16592,Antibiotic,199.89999999999998,5.0,750,2,11.18,8735,MediCorp
16610,Sedative,99.9,5.0,750,2,6.8,653,Pharma Distributor B
16634,Antipyretic,329.90000000000003,5.0,750,2,20.25,4425,BioPharma Inc.
16647,Analgesic,129.9,5.0,750,2,8.49,9165,MedSupply Co.
16655,Stimulant,109.9,5.0,750,2,7.23,10754,Pharma Distributor B
16657,Diabetes Medication,109.9,5.0,750,2,7.23,10754,HealthPlus Supplies
16669,Diabetes Medication,129.9,5.0,750,2,8.55,90056,Pharma Distributor B
16670,Antipyretic,119.9,5.0,750,2,8.27,90056,MedLink
16684,Painkiller,159.9,5.0,750,2,11.03,4425,HealthPlus Supplies
16694,Cholesterol Medication,149.9,5.0,750,2,9.93,4425,MedSupply Co.
16695,Antacid,159.9,5.0,750,2,10.27,4425,MedSupply Co.
16696,Anti-inflammatory,179.89999999999998,5.0,750,2,12.24,4425,BioPharma Inc.
16753,Antidepressant,99.9,5.0,750,2,6.7,653,MediCorp
16758,Antiviral,129.9,5.0,750,2,8.55,653,MediCorp
16761,Antiseptic,129.9,5.0,750,2,8.84,653,MedLink
16778,Analgesic,159.9,5.0,750,2,11.03,9165,PharmaTech Solutions
16782,Laxative,379.90000000000003,5.0,750,2,24.5,9165,BioPharma Inc.
16794,Antacid,189.89999999999998,5.0,750,2,10.94,4425,Healthcare Supplier A
16806,Cholesterol Medication,99.9,5.0,750,2,5.3,3252,MedLink
16814,Antidepressant,119.9,5.0,750,2,8.1,8673,Global Health Distributors
16816,Antiseptic,119.9,5.0,750,2,8.27,8673,Healthcare Supplier A
16824,Stimulant,199.89999999999998,5.0,750,2,13.15,4425,MedSupply Co.
16828,Blood Pressure Medication,129.9,5.0,750,2,8.66,1128,BioPharma Inc.
16829,Cough Syrup,139.9,5.0,750,2,9.52,516,MedSupply Co.
16837,Antipyretic,59.900000000000006,5.0,750,2,3.42,9819,PharmaTech Solutions
16843,Cough Syrup,62.9,5.0,750,2,3.44,3252,Pharma Distributor B
16868,Cholesterol Medication,179.89999999999998,5.0,750,2,11.84,9552,Global Health Distributors
16869,Blood Pressure Medication,119.9,5.0,750,2,4.57,9815,LifeCare Supplies
16877,Antifungal,89.9,5.0,750,2,6.16,4950,BioPharma Inc.
16918,Stimulant,99.9,5.0,750,2,5.8,4425,HealthPlus Supplies
16931,Antiviral,1659.9,5.0,750,2,109.93,4425,MedLink
16947,Antiseptic,139.9,5.0,750,2,7.48,9165,HealthPro Solutions
16968,Vaccine,169.89999999999998,5.0,750,2,10.8,10754,HealthPlus Supplies
16971,Sedative,139.9,5.0,750,2,7.43,9552,BioPharma Inc.
16990,Antifungal,119.9,5.0,750,2,6.7,8673,BioPharma Inc.
17011,Diuretic,139.9,5.0,750,2,9.2,10754,MediDistributors
17016,Cough Syrup,109.9,5.0,750,2,7.58,10754,Pharma Distributor B
17019,Vaccine,99.9,5.0,750,2,6.45,10754,MedSupply Co.
17020,Painkiller,109.9,5.0,750,2,7.14,10754,HealthPlus Supplies
17024,Cholesterol Medication,129.9,5.0,750,2,8.72,1587,Global Health Distributors
17026,Cough Syrup,169.89999999999998,5.0,750,2,10.06,90024,HealthPro Solutions
17041,Laxative,99.9,5.0,1500,2,5.26,8892,Global Health Distributors
17073,Antibiotic,99.9,5.0,750,2,6.84,7153,MedSupply Co.
17085,Cholesterol Medication,389.90000000000003,5.0,750,2,25.99,4425,Pharma Distributor B
17119,Antiviral,159.9,5.0,750,2,10.66,2000,MediDistributors
17134,Antidepressant,159.9,5.0,750,2,9.8,8673,HealthPro Solutions
17146,Painkiller,149.9,5.0,750,2,9.08,9165,MediDistributors
17162,Vaccine,99.9,5.0,750,2,6.12,8892,Global Health Distributors
17163,Antiviral,109.9,5.0,750,2,7.09,8892,Healthcare Supplier A
17168,Antibiotic,99.9,5.0,750,2,5.99,10000,Global Health Distributors
17171,Cough Syrup,49.900000000000006,5.0,750,2,3.35,516,HealthPlus Supplies
17172,Cough Syrup,59.900000000000006,5.0,750,2,4.1,516,MediCorp
17175,Diuretic,79.9,5.0,1500,2,5.2,9819,Pharma Distributor B
17176,Antacid,79.9,5.0,1500,2,5.23,9819,HealthPro Solutions
17177,Vaccine,79.9,5.0,1500,2,5.45,9819,LifeCare Supplies
17187,Analgesic,169.89999999999998,5.0,750,2,11.03,10754,MedSupply Co.
17194,Sedative,119.9,5.0,750,2,8.27,90047,HealthPro Solutions
17209,Antiviral,159.9,5.0,750,2,11.03,2000,MediCorp
17219,Antifungal,99.9,5.0,750,2,6.45,9552,BioPharma Inc.
17263,Antiviral,109.9,5.0,750,2,7.28,4425,PharmaTech Solutions
17296,Diuretic,109.9,5.0,750,2,7.14,90010,MedLink
17308,Blood Pressure Medication,219.89999999999998,5.0,750,2,15.17,9165,PharmaTech Solutions
17315,Anti-inflammatory,799.9,5.0,750,2,54.05,9552,MediDistributors
17340,Anti-inflammatory,79.9,5.0,750,2,5.26,8735,MedSupply Co.
17341,Cough Syrup,79.9,5.0,750,2,3.86,8735,MedSupply Co.
17345,Antifungal,89.5,5.0,750,2,6.01,4425,BioPharma Inc.
17349,Antibiotic,139.9,5.0,375,2,9.65,6215,Global Health Distributors
17350,Laxative,139.9,5.0,375,2,9.45,6215,Pharma Distributor B
17372,Diuretic,129.9,5.0,750,2,6.57,9552,Global Health Distributors
17377,Antifungal,149.9,5.0,750,2,10.13,1590,PharmaTech Solutions
17378,Antiseptic,119.9,5.0,750,2,8.27,8112,MediDistributors
17381,Diabetes Medication,89.9,5.0,750,2,4.1,7153,MediDistributors
17432,Antihistamine,159.9,5.0,750,2,10.34,4425,MedSupply Co.
17471,Sedative,104.9,5.0,750,2,7.14,12331,BioPharma Inc.
17473,Diabetes Medication,94.9,5.0,1000,2,5.62,12331,Global Health Distributors
17500,Blood Pressure Medication,99.9,5.0,750,2,6.45,4425,Global Health Distributors
17503,Blood Pressure Medication,149.9,5.0,750,2,10.34,4425,Healthcare Supplier A
17504,Vaccine,149.9,5.0,750,2,7.99,10754,BioPharma Inc.
17507,Diuretic,159.9,5.0,750,2,9.99,9165,MedLink
17535,Stimulant,89.9,5.0,750,2,5.99,4950,LifeCare Supplies
17596,Painkiller,139.9,5.0,750,2,8.1,1601,MediCorp
17612,Painkiller,99.9,5.0,750,2,6.75,9552,Healthcare Supplier A
17617,Cough Syrup,159.9,5.0,750,2,10.34,7153,MediCorp
17707,Anti-inflammatory,67.9,5.0,750,2,4.62,9552,MediDistributors
17748,Laxative,39.900000000000006,5.0,500,2,2.75,1392,PharmaTech Solutions
17754,Vaccine,119.9,5.0,750,2,8.05,4425,HealthPro Solutions
17756,Laxative,159.9,5.0,750,2,9.8,4425,MedLink
17758,Antidepressant,259.9,5.0,750,2,16.77,4425,MedSupply Co.
17814,Antiseptic,349.90000000000003,5.0,750,2,23.64,1392,Pharma Distributor B
17865,Cough Syrup,99.9,5.0,750,2,6.09,9819,MedSupply Co.
17867,Anti-inflammatory,59.900000000000006,5.0,750,2,3.22,9819,Healthcare Supplier A
17876,Laxative,79.9,5.0,750,2,5.33,3252,HealthPlus Supplies
17906,Analgesic,159.9,5.0,750,2,10.59,1392,Global Health Distributors
17910,Cholesterol Medication,99.9,5.0,750,2,6.57,1392,MedLink
17912,Painkiller,89.9,5.0,750,2,6.16,1392,MedLink
17914,Antibiotic,89.9,5.0,750,2,6.2,1392,Healthcare Supplier A
17915,Antidepressant,89.9,5.0,750,2,5.8,1392,LifeCare Supplies
17916,Antiviral,1699.9,5.0,750,2,110.38,4692,MedLink
17921,Anti-inflammatory,149.9,5.0,750,2,8.9,4425,MedSupply Co.
17937,Antibiotic,99.9,5.0,750,2,6.84,1590,Pharma Distributor B
17938,Antipyretic,99.9,5.0,750,2,6.7,1590,MediDistributors
17945,Laxative,99.9,5.0,750,2,6.53,9819,MedLink
17954,Antidepressant,79.9,5.0,750,2,5.36,9815,HealthPlus Supplies
17957,Painkiller,159.9,5.0,750,2,9.14,90024,Healthcare Supplier A
17967,Anti-inflammatory,129.9,5.0,750,2,8.96,516,HealthPro Solutions
17978,Blood Pressure Medication,79.9,5.0,750,2,5.47,9815,HealthPlus Supplies
17985,Antiseptic,269.9,5.0,750,2,16.43,4425,MediCorp
18000,Diabetes Medication,69.9,5.0,1500,2,2.75,1392,MediCorp
18001,Diabetes Medication,169.89999999999998,5.0,750,2,11.03,9165,Global Health Distributors
18010,Antibiotic,59.900000000000006,5.0,750,2,3.92,9815,Pharma Distributor B
18013,Diuretic,79.9,5.0,750,2,4.69,9165,MedSupply Co.
18014,Stimulant,219.89999999999998,5.0,750,2,13.6,4425,HealthPlus Supplies
18027,Anti-inflammatory,159.9,5.0,750,2,9.08,516,Global Health Distributors
18095,Diabetes Medication,159.9,5.0,750,2,10.38,4425,Global Health Distributors
18096,Sedative,319.9,5.0,750,2,20.94,516,Global Health Distributors
18106,Vaccine,109.9,5.0,1500,2,7.14,3252,PharmaTech Solutions
18107,Sedative,62.9,5.0,750,2,3.22,3252,PharmaTech Solutions
18134,Blood Pressure Medication,139.9,5.0,750,2,9.65,8892,Pharma Distributor B
18142,Diabetes Medication,599.9,5.0,750,2,40.4,516,HealthPro Solutions
18152,Analgesic,109.9,5.0,750,2,5.26,516,MedLink
18167,Sedative,159.9,5.0,750,2,9.52,12331,BioPharma Inc.
18193,Analgesic,1599.9,5.0,750,2,104.57,9165,MedSupply Co.
18276,Antiviral,549.9,5.0,750,2,35.48,9165,Pharma Distributor B
18278,Anti-inflammatory,249.89999999999998,5.0,750,2,16.1,9165,LifeCare Supplies
18304,Antacid,129.9,5.0,750,2,5.82,90024,PharmaTech Solutions
18332,Antipyretic,129.9,5.0,750,2,8.66,4692,Healthcare Supplier A
18337,Diuretic,179.89999999999998,5.0,750,2,10.2,90047,MedLink
18344,Blood Pressure Medication,99.9,5.0,750,2,6.07,2242,Healthcare Supplier A
18347,Antiseptic,149.9,5.0,750,2,8.58,516,PharmaTech Solutions
18368,Antihistamine,79.9,5.0,750,2,5.4,2242,HealthPlus Supplies
18369,Anti-inflammatory,79.9,5.0,750,2,5.36,2242,HealthPlus Supplies
18375,Diabetes Medication,119.9,5.0,750,2,7.89,8673,MediDistributors
18381,Antiseptic,149.9,5.0,750,2,8.44,9552,PharmaTech Solutions
18423,Vaccine,179.89999999999998,5.0,750,2,9.93,2000,LifeCare Supplies
18449,Cholesterol Medication,79.9,5.0,750,2,4.53,1392,MediDistributors
18533,Antidepressant,149.9,5.0,750,2,10.27,90046,MediCorp
18534,Antipyretic,279.9,5.0,375,2,18.79,90046,Healthcare Supplier A
18535,Stimulant,279.9,5.0,375,2,19.17,90046,Healthcare Supplier A
18551,Diuretic,149.9,5.0,750,2,10.2,9552,HealthPlus Supplies
18557,Antifungal,99.9,5.0,750,2,5.91,10754,Healthcare Supplier A
18562,Diabetes Medication,119.9,5.0,750,2,7.99,17032,PharmaTech Solutions
18565,Cough Syrup,119.9,5.0,750,2,5.95,8673,HealthPlus Supplies
18568,Antihistamine,99.9,5.0,750,2,6.89,1590,MedLink
18571,Diabetes Medication,99.5,5.0,750,2,6.5,1590,Global Health Distributors
18575,Vaccine,399.90000000000003,5.0,750,2,26.34,516,Global Health Distributors
18585,Diabetes Medication,149.9,5.0,750,2,9.73,4425,HealthPlus Supplies
18592,Antacid,129.9,5.0,750,2,5.4,17035,BioPharma Inc.
18593,Vaccine,99.9,5.0,750,2,6.53,3252,LifeCare Supplies
18600,Sedative,1219.8999999999999,5.0,750,2,72.72,17035,BioPharma Inc.
18601,Antacid,189.89999999999998,5.0,750,2,12.41,4425,Healthcare Supplier A
18615,Anti-inflammatory,169.89999999999998,5.0,750,2,10.88,9165,MedLink
18617,Antiviral,139.9,5.0,750,2,8.38,4425,Healthcare Supplier A
18618,Anti-inflammatory,159.9,5.0,750,2,10.66,4425,LifeCare Supplies
18623,Antipyretic,359.90000000000003,5.0,750,2,23.52,9165,HealthPlus Supplies
